"","Epithelial","Fibroblasts","Myo.Meso","Endothelium","Pericytes","Neural","Immune","Muscle"
"C1orf56",1.58817887889902e-05,2.82963604549609e-05,2.92590918726352e-05,6.10583864562577e-05,4.84678005790961e-05,4.50918209699718e-05,0.000125337973626127,3.83767562224122e-05
"CDC42SE1",2.11261524505044e-05,5.90042668091995e-05,4.51952411874956e-05,6.51416727393782e-05,5.94521258660151e-05,0.000104206430287216,0.000126380853621101,3.21016709512981e-05
"MLLT11",1.82190563612786e-06,9.83654070340542e-05,2.18002249490922e-05,1.08465611114575e-05,8.02487564026641e-05,0.000536437206477185,1.39166860478379e-05,6.16765020128154e-05
"GABPB2",8.77988093026275e-06,1.4726158637895e-05,1.16696367814473e-05,9.35089568734588e-06,3.00064889740008e-05,4.38164092452623e-06,5.22704673083228e-06,1.67677734334961e-05
"SEMA6C",2.36924833478939e-06,4.07694212836714e-06,2.67218919099472e-06,2.76564640731873e-05,4.93400764771185e-06,1.05757016600093e-05,0,1.16490251697931e-05
"TNFAIP8L2",0,0,0,0,0,0,3.27292368428898e-05,0
"SCNM1",1.42869214138584e-05,3.6907463659838e-05,4.89127434082803e-05,4.19503768564487e-05,3.13890865637082e-05,1.8940610454849e-05,4.12907249130854e-05,2.42645218340995e-05
"LYSMD1",8.50701829008932e-07,5.0660605206502e-06,1.91592918448269e-05,6.89048235448962e-06,5.22875816993464e-06,8.92423561923301e-06,0,4.4135495972636e-06
"TMOD4",0,0,0,0,0,0,0,0
"VPS72",2.73272882352159e-05,4.73128507017287e-05,2.9163514737369e-05,2.3098941516155e-05,5.10385604865944e-05,7.5578676739534e-05,1.88758706751879e-05,3.73370161077749e-05
"PIP5K1A",1.47425626689326e-05,2.18036876688972e-05,2.56713992222147e-05,1.51511635320257e-05,2.53700255694079e-05,3.11724707460399e-05,9.66761902398218e-06,5.68963156724067e-05
"PSMD4",6.49499079354551e-05,6.74087839925643e-05,8.55485165079565e-05,8.82766181875296e-05,3.85847244007194e-05,0.000129539842475407,7.38867193927434e-05,8.4738876936721e-05
"AL391069.2",4.40319506252708e-06,0,2.67218919099472e-06,3.62390435594642e-06,5.22875816993464e-06,0,0,0
"ZNF687",2.37352097319784e-06,1.02829136952972e-05,1.22556529199093e-06,3.23618115258754e-06,0,3.44293337923911e-06,0,0
"PI4KB",1.45348891502023e-05,2.5090835899195e-05,3.05237689530292e-05,1.78696614437951e-05,1.12627061605638e-05,2.00256998454286e-05,1.80700317159355e-05,1.58591142462828e-05
"AL391069.4",0,0,0,0,0,0,0,0
"RFX5",6.88481744208313e-06,1.14455566058927e-05,1.22556529199093e-06,1.80142413519577e-05,1.33715083917817e-05,1.23924217777389e-05,2.62276466197737e-05,8.20579802581064e-06
"AL391069.1",0,0,0,0,0,0,0,0
"AL391069.3",1.68421052631579e-06,1.42141359582104e-06,0,8.85753370221162e-06,1.1598132036791e-05,1.81521299157879e-05,8.89846072519247e-06,2.19034059796298e-06
"SELENBP1",2.65547837801477e-05,0.000103197692367,7.7955378277882e-05,2.39277382305438e-06,1.57317644441311e-05,0,4.54700466067978e-06,2.34920476849267e-05
"PSMB4",6.9774679880304e-05,0.000133028583303104,5.69821144743912e-05,0.000106843634380661,5.19479128701449e-05,0.000112392777939942,0.000105224246511499,0.000150938370137597
"POGZ",2.46561563290583e-05,4.93971131921879e-05,5.08432346281048e-05,5.17968287979718e-05,7.21436714901144e-05,7.04283336442457e-05,3.91771088575879e-05,5.21104271365719e-05
"CGN",7.09368866524751e-05,0,5.86039709190563e-06,0,0,0,0,0
"TUFT1",2.59927093607768e-05,7.99714942409603e-06,1.17611796775642e-05,0,0,1.27468188995007e-05,9.25509832873253e-06,2.39177230327673e-06
"SNX27",1.18984045180796e-05,2.4144967893257e-05,2.04883523018502e-05,2.31045260388538e-05,1.97548088890414e-05,3.08662953443721e-05,1.82134944853574e-05,5.17914328041509e-05
"AL391335.1",0,0,0,0,0,0,0,0
"AL589765.1",0,0,0,0,0,0,0,0
"CELF3",6.04580760348768e-06,0,0,2.14569252226156e-06,0,2.53914676499592e-05,0,0
"RIIAD1",1.34190008487079e-05,1.77014647962119e-06,0,0,0,9.64842233658411e-06,0,0
"AL589765.7",0,0,0,0,0,3.10703743980115e-06,0,0
"MRPL9",1.3694350431811e-05,3.06614541886757e-05,1.87239887729567e-05,8.04466554663798e-05,5.46737392123201e-05,4.86306800100775e-05,2.26439438405454e-05,5.62635601441217e-05
"OAZ3",1.73000111338849e-06,0,0,4.78510168100147e-06,0,0,0,0
"AL589765.4",0,0,0,2.27570120043238e-06,0,0,0,0
"AL589765.5",0,0,0,0,0,0,0,0
"TDRKH",7.37476723390918e-07,2.50563768479078e-06,0,2.61968694740978e-06,0,7.13276828077017e-06,0,0
"TDRKH-AS1",1.91148181152992e-06,0,2.69796303790638e-06,0,0,0,4.30153779976342e-06,4.46877443861021e-06
"AL589765.6",0,0,0,0,0,0,0,0
"LINGO4",0,0,0,0,0,0,0,0
"RORC",0,0,0,0,0,0,2.25022502250225e-06,0
"C2CD4D",1.59664624404954e-06,0,0,4.55140240086477e-06,0,0,0,0
"AL450992.2",0,0,0,0,0,0,0,0
"THEM5",0,0,0,0,0,0,0,0
"THEM4",1.89594022298638e-05,1.72110600578409e-05,4.63746532304076e-05,9.14240275766002e-06,1.09210877558177e-05,3.82598937245133e-05,2.23378647357351e-05,8.49218567005131e-06
"S100A10",0.00355577183892516,0.00124499140643875,0.00137725428587338,0.00151880333974748,8.0367285927998e-05,0.000353161625602323,9.31302246602345e-05,0.000656925991162657
"AL450992.1",0,0,0,0,0,0,0,0
"S100A11",0.000816846002422211,0.000882236650073889,0.000336077327813223,0.0005265648799878,0.000527948740923786,3.86412322162816e-05,0.000771464734231803,0.000408904886207259
"TCHHL1",0,0,0,0,0,0,0,0
"TCHH",0,0,0,5.0145212176929e-06,0,0,8.29061886125457e-06,2.89142691918462e-06
"AL589986.1",0,0,0,0,0,0,0,0
"RPTN",0,0,0,0,0,0,0,0
"FLG-AS1",0,2.43220235923629e-06,0,0,0,0,0,0
"AL589986.2",0,0,0,0,0,0,0,0
"HRNR",0,0,0,0,0,0,0,0
"FLG",0,0,0,0,0,0,0,0
"FLG2",0,0,0,0,0,0,0,0
"CRNN",0,0,0,0,0,0,0,0
"LCE5A",0,0,0,0,0,0,0,0
"CRCT1",8.50701829008932e-07,0,0,0,0,0,0,0
"LCE3E",0,0,0,0,0,0,0,0
"LCE3D",0,0,0,0,0,0,0,0
"LCE3C",0,0,0,0,0,0,0,0
"LCE3B",0,0,0,0,0,0,0,0
"LCE3A",0,0,0,0,0,0,0,0
"LINC00302",0,0,0,0,0,0,0,0
"LCE2D",0,0,0,0,0,0,0,0
"LCE2C",0,0,0,0,0,0,0,0
"LCE2B",0,0,0,0,0,0,0,0
"LCE2A",0,0,0,0,0,0,0,0
"LCE4A",0,0,0,0,0,0,0,0
"C1orf68",0,0,0,0,0,0,0,0
"KPRP",0,0,0,0,0,0,0,0
"LCE1F",0,0,0,0,0,0,0,0
"LCE1E",0,0,0,0,0,0,0,0
"LCE1D",0,0,0,0,0,0,0,0
"LCE1C",0,0,0,0,0,0,0,0
"LCE1B",0,0,0,0,0,0,0,0
"LCE1A",0,0,0,0,0,0,0,0
"LCE6A",0,0,0,0,0,0,0,0
"SMCP",0,0,0,0,0,0,0,0
"IVL",0,0,0,0,0,0,0,0
"LINC01527",0,0,0,0,0,0,0,0
"SPRR5",0,0,0,0,0,0,0,0
"SPRR4",0,0,0,0,0,0,0,0
"SPRR1A",0,0,0,0,0,0,0,0
"SPRR3",0,0,0,0,0,0,0,0
"SPRR1B",0,0,0,0,0,0,0,0
"SPRR2D",0,0,0,0,0,0,0,0
"SPRR2A",0,0,0,0,0,0,0,0
"SPRR2B",0,2.16239593469564e-06,0,0,0,0,0,0
"SPRR2E",0,0,4.67890981401334e-06,0,0,0,0,0
"SPRR2F",0,1.77014647962119e-06,0.000170255964887922,0,0,0,0,0
"SPRR2G",0,0,0,0,0,0,0,0
"AL161636.1",0,0,0,0,0,0,0,0
"LELP1",0,0,0,0,0,0,0,0
"PRR9",0,0,0,0,0,0,0,0
"LOR",0,0,4.98442367601246e-06,0,0,0,0,0
"PGLYRP3",0,0,0,0,0,0,0,0
"PGLYRP4",0,0,0,0,0,0,0,0
"S100A9",4.57113977551095e-05,2.50571616500141e-06,0,0,0,0,9.3602853602693e-05,0
"S100A12",0,0,0,0,0,0,0,0
"S100A8",0,0,0,0,5.22125048949223e-06,0,0,0
"S100A7A",0,0,0,0,0,0,0,0
"S100A7L2",0,0,0,0,0,0,0,0
"S100A7",0,0,0,0,0,0,0,0
"BX470102.1",0,0,0,0,0,0,0,0
"S100A6",0.00138587735777586,0.00152653222876761,0.000817171949622263,0.000186394587239681,4.48492598641083e-05,0.000588580537296535,0.000180309920261235,0.000248842622516335
"S100A5",0,2.50563768479078e-06,0,0,0,0,0,0
"S100A4",1.51759461253913e-06,0.000416019167718931,3.90622910399221e-05,5.95727179309682e-06,3.36008210350466e-05,1.93308950510964e-05,0.000421655535251464,1.12773235978665e-05
"S100A3",0,1.98452073824171e-06,0,0,0,0,0,0
"S100A2",0,2.50563768479078e-06,0,0,0,0,0,0
"S100A16",0.000134354765490951,0.000106342385646285,9.23108461419141e-05,0.000507860974889571,9.93878324871236e-06,7.91387819363183e-05,0,2.60383866865584e-05
"S100A14",0.000637842962096933,0,4.77213075638272e-06,1.99163513244374e-06,0,0,1.61123721357679e-05,0
"S100A13",6.99182346477005e-05,0.000220778924043881,9.06005531380979e-05,0.000145566545363757,5.31231001043548e-05,0.000140259836544939,1.33532970736744e-05,0.000174080323626883
"S100A1",0,0,4.98442367601246e-06,0,0,0,0,0
"AL162258.2",0,0,0,0,0,0,0,3.81898033225129e-06
"CHTOP",3.95890761250089e-05,5.40724144734775e-05,5.8096092910336e-05,7.67666684090531e-05,8.79138033995443e-05,4.96129869661403e-05,4.02277184560894e-05,2.57783079235826e-05
"SNAPIN",2.29566159142998e-05,3.1790950676414e-05,5.746367717985e-05,4.66759844228798e-05,3.51799107146561e-05,5.09616658919783e-05,2.40549724854539e-05,8.29511570406518e-05
"ILF2",9.2744308545778e-05,0.000184132324220715,0.000185147930683308,0.000226291406655683,0.000276972717710771,0.000280199462889465,0.000149294951853305,0.000179657335380429
"NPR1",0,4.55849603301693e-06,3.26489208328636e-05,3.83664678544238e-05,5.73394495412844e-06,0,0,0
"INTS3",9.15543998666853e-06,3.12542771949011e-05,2.70279886391889e-05,3.24580969795596e-05,4.31776625413305e-05,4.85330850306495e-05,1.2119492742165e-05,3.87992900478304e-05
"AL513523.4",0,0,0,0,0,0,0,0
"AL513523.3",0,0,0,0,0,0,0,0
"SLC27A3",1.55192897426394e-05,2.16961481336093e-05,1.35929695238647e-05,5.56497224681044e-05,1.97200228151973e-05,2.69673209245165e-05,1.35284073625769e-05,8.90894182023505e-06
"GATAD2B",9.81155777953837e-06,4.58129861839437e-05,4.12810737297409e-05,4.82427152949215e-05,3.13815556128186e-05,4.31878337412875e-05,2.52877766504675e-05,3.3797773309302e-05
"AL358472.5",0,0,0,0,0,0,0,0
"DENND4B",6.46614870441149e-06,5.76367506254431e-06,1.11186792771536e-05,1.87477522531416e-05,5.28122524425667e-06,6.52740723763312e-06,2.98459507233522e-05,9.76683633539749e-06
"CRTC2",7.16099774030752e-06,1.40592447200044e-05,5.12098322877993e-06,3.60290842785141e-05,2.36176616803153e-05,1.69338136666456e-05,2.52984162053712e-05,4.12286126571841e-06
"SLC39A1",5.20371192501447e-05,3.76676764586924e-05,9.40190153941105e-05,0.000114963180284514,4.17781371753179e-05,4.63825105301973e-05,3.45311133243333e-05,4.57465977850717e-05
"AL358472.4",8.07149451251509e-06,1.41569442078749e-05,0,1.22624812873916e-05,0,0,0,3.81898033225129e-06
"AL358472.3",9.71203807118924e-07,0,0,0,8.28520053910387e-06,0,8.36286382270991e-06,0
"CREB3L4",7.06862428354406e-06,2.61164794985636e-06,1.19583919107729e-05,1.29972485222464e-05,9.92751972418371e-06,1.70759330195702e-05,1.01240584635196e-05,0
"JTB",0.000162330345091417,0.00017930114310851,0.000179351459513681,0.00010526362421949,6.64297419783135e-05,0.000126491881646629,9.06934278245995e-05,6.6483655334845e-05
"AL358472.2",0,0,0,0,0,0,0,0
"RAB13",5.54232297438079e-05,0.000226289309524905,0.000223326548741483,0.000295479243953711,0.000185794662922438,6.24205643146916e-05,2.2906465074633e-05,0.000181740467281334
"RPS27",0.0042712070758666,0.00442180248712873,0.0049725908893117,0.00313843042200556,0.00359422916420222,0.00335533668199549,0.00429235640390519,0.00341993806437672
"NUP210L",0,0,0,0,0,0,0,0
"TPM3",0.000301043218075204,0.000212527230104918,0.000195639851700705,0.000645665131368284,0.000164843105510367,0.000181481265588371,0.000537069431395117,5.8853035923746e-05
"C1orf189",0,0,0,0,0,0,0,0
"C1orf43",0.000124587396266116,6.44269895660803e-05,7.14413341503223e-05,9.70414348927229e-05,4.16803867045907e-05,0.000127697992247035,0.00014677544473454,8.01752444200284e-05
"UBAP2L",1.34637747242152e-05,3.07291677653461e-05,1.6112629433816e-05,5.3996948347597e-05,3.55913702642644e-05,2.9150736729106e-05,3.74492536220406e-05,4.9528545901665e-05
"HAX1",4.44035365506415e-05,5.28292075136632e-05,3.69883681270735e-05,6.27229059711815e-05,3.63162855404781e-05,5.22945204199473e-05,4.12031721521489e-05,4.55963509969008e-05
"AQP10",1.63447304119941e-05,1.77014647962119e-06,0,0,0,0,4.5045045045045e-06,0
"ATP8B2",8.50701829008932e-07,1.23521072583945e-05,9.90445408026991e-06,2.40076005876409e-05,4.84261501210654e-06,1.30659560135906e-05,4.75059382422803e-06,1.20377149942175e-05
"IL6R-AS1",0,0,0,0,0,0,0,0
"IL6R",6.792786061203e-07,0,7.40135680592154e-06,0,5.22875816993464e-06,3.17183411307589e-06,5.84034984721482e-05,2.19034059796298e-06
"SHE",0,0,0,9.09246877745491e-05,0,0,0,0
"AL162591.2",0,0,0,0,0,0,0,0
"TDRD10",0,0,0,2.02132067710305e-05,0,0,4.72813238770686e-06,0
"UBE2Q1",3.66858494697988e-05,2.8398276554372e-05,1.85936585372882e-05,6.48663323942958e-05,1.67700954487281e-05,3.86579212901601e-05,8.39138896646934e-05,9.77389002356498e-06
"UBE2Q1-AS1",0,0,0,0,0,0,0,0
"CHRNB2",0,0,0,2.61968694740978e-06,0,2.90634309380222e-06,0,0
"AL592078.1",0,0,0,0,0,0,0,0
"ADAR",2.82084466787308e-05,5.1916343164904e-05,2.94118503195706e-05,5.07812978243819e-05,8.2289604980966e-05,2.21812529876801e-05,7.03007621180553e-05,4.57863839029224e-05
"KCNN3",0,1.08750148326856e-05,1.22607068358475e-05,3.94817054693715e-05,0,0,0,4.12286126571841e-06
"PMVK",4.49881265070848e-05,2.79096068003505e-05,3.31444801191947e-05,3.33769607757759e-05,1.82690424866771e-05,5.77033503239218e-05,6.81315200362204e-05,6.11487400624833e-05
"AL451085.1",8.70568263433957e-07,0,0,5.38576568892901e-06,0,0,4.30153779976342e-06,2.39177230327673e-06
"PBXIP1",1.09661355727398e-05,2.98153383156051e-05,2.64643583418999e-05,2.9323496626535e-05,1.15904603274813e-05,9.74477494185448e-06,2.77003084330892e-05,2.95147797921465e-05
"PYGO2",1.22672724781335e-05,1.63654740777257e-05,2.73393931771884e-05,1.77877790928558e-05,2.31647470981556e-05,1.56633736772089e-05,4.60405156537753e-06,1.5496750520095e-05
"AL451085.2",4.37593013232367e-06,1.82232346241458e-06,6.20998896800339e-06,0,0,2.19082046226312e-06,4.75059382422803e-06,8.06103198541911e-06
"SHC1",1.61724953196335e-05,4.02574475303686e-05,2.14018425256636e-05,0.000129572602098024,4.99733238001856e-05,2.85412586459817e-05,4.74158368895211e-06,1.57522388179147e-05
"CKS1B",6.87227653575676e-05,7.27766768828246e-05,3.64338334478696e-05,7.38037088185701e-05,0.000283009499661236,0.000164610314716448,0.000101289662093864,0.000110198240258945
"FLAD1",1.85054401921838e-05,2.02454326465447e-05,1.17842388139631e-05,2.98702537774741e-05,1.56265294468623e-05,1.55828898957353e-05,2.0473966615473e-05,6.86054674188694e-06
"LENEP",0,0,0,0,0,0,0,0
"ZBTB7B",1.42106647349182e-05,0,1.83550660271022e-05,5.02256367217289e-06,0,0,2.25022502250225e-06,6.54289772527528e-06
"DCST2",8.56036124724463e-07,2.13561131873999e-06,0,3.39413055648527e-06,0,0,0,2.89142691918462e-06
"DCST1",0,0,0,0,0,0,0,0
"DCST1-AS1",1.70140365801786e-06,0,0,1.56463915509486e-06,0,0,0,0
"ADAM15",9.95817566221868e-07,3.65422942070778e-05,2.84099475993572e-05,0.000233556054232652,1.3759847964277e-05,1.52222522689387e-05,9.02967018747027e-06,3.11429461227032e-06
"EFNA4",2.32577254003272e-05,1.21062740751401e-05,2.93183567856171e-05,1.1027035401719e-05,1.51019391049925e-05,0,4.63983296601322e-06,3.81898033225129e-06
"AL691442.1",0,0,0,0,0,0,0,0
"EFNA3",8.18604732821419e-06,7.72427508467846e-06,1.46039618892906e-05,3.94802028558101e-06,0,3.54327221188768e-06,2.33059488434423e-06,7.0135628017699e-06
"EFNA1",0.000243636436370695,1.48357427390266e-05,0.000144155100018396,0.000246012135001625,3.03471653289811e-05,6.82136586291615e-06,7.64704567071608e-06,4.3525571273123e-06
"SLC50A1",5.09565325733354e-05,2.50992048705361e-05,1.90445626098939e-05,7.35224992772462e-05,1.03388441754673e-05,6.10037725870409e-06,3.32954439789518e-05,4.73515875698772e-05
"DPM3",6.86633215284641e-05,4.1952091565001e-05,4.14358916314341e-05,7.75979317480353e-05,6.46911730036399e-05,5.06997664056148e-05,7.2234844031628e-05,5.25047821857403e-05
"KRTCAP2",7.61748141324071e-05,9.19066814745016e-05,7.71082715909755e-05,0.000130884773398507,5.62395316307467e-05,8.0626455733754e-05,5.28667266587784e-05,8.07812702367158e-05
"AL713999.1",0,0,0,0,0,0,0,0
"TRIM46",0,0,8.30545085920873e-06,4.23030767892477e-06,0,6.68754485548379e-06,0,0
"MUC1",9.63414340422457e-07,1.20598166907863e-06,5.99769604837366e-06,2.62174739463853e-06,0,0,0,0
"AC234582.1",0,1.82232346241458e-06,0,5.23937389481957e-06,0,0,0,0
"THBS3",1.02108541379486e-06,6.22594507563794e-05,3.79524197592285e-05,9.03767906218435e-06,0,5.98667963780588e-06,8.66537758832402e-06,1.63094603211854e-05
"MTX1",4.03655561342545e-05,4.69683607861877e-05,2.44415636630137e-05,4.36981160635576e-05,2.38244325548769e-05,2.60107138933622e-05,1.59636253761753e-05,3.61149632872668e-05
"AC234582.2",0,0,0,0,0,0,0,0
"GBA",9.63517242884627e-06,1.54902439948193e-05,2.67218919099472e-06,1.48391657313294e-05,5.78034682080925e-06,9.18850060256305e-06,1.16107049294099e-05,1.05116534330817e-05
"FAM189B",6.37875929474875e-06,1.00395045697609e-05,2.84171639670361e-06,1.06216288075348e-05,1.45662323998901e-05,6.5249198973316e-06,1.23954269134826e-05,1.71797930487062e-05
"SCAMP3",1.78288292913188e-05,2.76792227377621e-05,7.32541183381667e-06,3.28627279533073e-05,2.21416037212024e-05,1.97108390411504e-05,1.53250465453899e-05,1.57961574401762e-05
"CLK2",1.21207451355905e-05,6.69970903017983e-06,1.3070428795434e-05,1.42722041496458e-05,3.17026493142385e-05,1.62902358179507e-05,9.00900900900901e-06,1.77547265953425e-05
"HCN3",4.70813545805227e-06,3.93706154512317e-06,3.7233547426231e-06,2.61968694740978e-06,0,1.52640603084402e-05,4.5045045045045e-06,3.8259206121473e-06
"PKLR",5.79229121196952e-06,2.44697155146256e-05,0,0,0,0,0,0
"FDPS",9.21966274258136e-05,8.61959134703728e-05,0.000102462445855536,0.000267363810543799,0.000185651803854926,0.000141196225101482,7.19793383480011e-05,0.000164661465437283
"RUSC1-AS1",2.66915006142597e-06,2.50563768479078e-06,0,2.27570120043238e-06,0,0,4.06132602294649e-06,2.89142691918462e-06
"RUSC1",2.89321237509434e-05,4.46961932321624e-05,1.56319424805078e-05,4.07580828452421e-05,7.29366840708775e-05,6.17786564590211e-05,2.12885190605104e-05,8.39364909975116e-06
"ASH1L",5.60248236560206e-05,8.87284952476308e-05,6.91392142988099e-05,9.3498666590267e-05,0.000106761854003418,0.000129202092216349,4.83934509173105e-05,0.000147969493018173
"ASH1L-AS1",3.33184914904144e-06,2.61164794985636e-06,8.39162918135556e-06,3.78381420777995e-06,0,3.09837335398916e-06,7.38375969602381e-06,4.4135495972636e-06
"AL353807.2",0,0,0,0,0,0,0,0
"MSTO1",1.86638582965582e-06,2.68889486421081e-06,0,1.17609227728016e-05,3.31812525922854e-06,5.92978689655427e-06,5.2067209928436e-06,6.10168782157079e-06
"YY1AP1",1.84278538520038e-05,2.31240167098794e-05,2.43997030165478e-05,2.52593263929644e-05,2.61134409289696e-05,2.05254239535227e-05,1.60045102897503e-05,3.22900024476637e-05
"DAP3",2.35482894311191e-05,3.8956173335833e-05,4.33200154841022e-05,5.7143934383335e-05,2.98107595250613e-05,6.1992380002685e-05,6.1498104620765e-05,5.58197709674586e-05
"AL162734.1",0,0,0,0,0,0,0,0
"GON4L",2.01942263027083e-05,3.65792136672317e-05,3.14602099050719e-05,4.63462504938682e-05,3.84604659122719e-05,3.33081496013329e-05,3.47693708736581e-05,2.71420796345886e-05
"SYT11",1.62900728397344e-06,1.42141359582104e-06,0,2.19454467714804e-05,8.1801537011788e-06,0.000163302440387801,0,2.73832208393099e-05
"RIT1",3.53306783858167e-05,4.38614123488808e-05,5.17543400736454e-05,5.48827707751624e-05,1.94224499301351e-05,3.63277712300822e-05,4.7537201372277e-05,4.42364179179023e-05
"KHDC4",2.48879686833674e-05,3.64825710653653e-05,4.28271252238818e-05,3.09609573519062e-05,3.66884892179076e-05,1.34815503895595e-05,1.74505895070691e-05,1.2854138730088e-05
"RXFP4",0,0,0,0,0,0,0,0
"ARHGEF2",7.08514840401458e-06,4.54093828510264e-05,2.31919226596132e-05,6.08795157598438e-05,4.63190593052212e-05,4.02738783943132e-05,3.81498703389119e-05,1.97234484776055e-05
"AL355388.2",9.63414340422457e-07,0,5.42961856929551e-06,2.35432607416127e-06,0,0,0,0
"AL355388.1",0,0,0,0,0,0,0,0
"SSR2",0.000225771450617203,0.000441901150006944,0.000398568190309012,0.000306447423441746,0.000329589607820137,0.000360585835701557,0.000199178269072588,0.000220877943873162
"UBQLN4",9.77678907770616e-06,1.19392783116672e-05,1.75773660275429e-05,1.1885411129032e-05,2.25813604917124e-05,3.69380353904012e-05,9.61228374963946e-06,1.79866933122789e-05
"LAMTOR2",7.78105399831126e-05,6.40114454341437e-05,4.66948325207776e-05,0.000115563575599257,5.38477292763154e-05,5.30759839579011e-05,0.000116181098393355,1.66394750878258e-05
"RAB25",0.000209467724273573,0,0,3.41610042126269e-06,0,0,0,2.66951414842499e-06
"MEX3A",7.52406287877471e-06,2.64019576856647e-05,2.66098455176424e-05,3.18296758323311e-05,3.82986202064411e-05,0.000133587632332708,0,4.61531823693444e-05
"LMNA",0.00027335215602097,0.000586051947089908,0.000776357107104638,0.00039718092130126,0.00056192630151466,0.000345130675817371,0.000239002974558099,0.000786658109348446
"SEMA4A",1.25741089334823e-05,2.42521201804379e-05,7.81832841825138e-05,1.30575532061079e-05,4.12312789625881e-05,9.80202767247277e-06,1.88406861963878e-05,2.083012008849e-05
"SLC25A44",6.09386249838968e-06,2.68420346262247e-06,6.75829330848271e-06,2.07249955002826e-05,1.0786919813881e-05,1.62177784761234e-05,1.9048331127943e-05,1.10844753776276e-05
"PMF1-BGLAP",1.87797268593937e-06,0,0,0,4.15843642790311e-06,0,0,0
"PMF1",5.48682897610718e-05,7.3553455257741e-05,7.02808311002312e-05,7.15117672495795e-05,4.69249837264629e-05,9.06637199702822e-05,5.66321434802412e-05,5.26427689302574e-05
"BGLAP",0,0,0,0,0,3.09837335398916e-06,0,3.98009950248756e-06
"PAQR6",1.70089106381338e-06,0,0,7.37046305513335e-06,0,4.20388101784395e-05,0,0
"SMG5",6.08923065091795e-06,4.51233325740612e-06,6.98266060009148e-06,8.6958882467641e-06,3.53982300884956e-06,1.36454232232786e-05,2.57503163588149e-05,7.86718677321336e-06
"TMEM79",2.4613237154078e-06,2.50571616500141e-06,0,1.56463915509486e-06,4.61041954817888e-06,6.22265674908078e-06,0,2.89142691918462e-06
"GLMP",8.37719710595364e-05,2.39554333950203e-05,3.99325370548712e-05,2.74456755511445e-05,4.26348326582818e-06,6.4954734982026e-06,4.30153779976342e-06,2.29324123336011e-05
"VHLL",0,0,0,0,0,0,0,0
